# Метеостанция Санкт-Петербург, Россия, WMO_ID=26063, выборка с 01.05.2021 по 01.06.2021, все дни;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.05.2021 18:00;17,7;757,5;757,9;1,1;45;Ветер, дующий с запада;3;;;40%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;10%  или менее, но не 0;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;5,6;Осадков нет;12;;;;
16.05.2021 15:00;18,5;756,4;756,7;0,7;62;Ветер, дующий с запада;4;;;60%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;11,1;;;;;;
16.05.2021 12:00;16,0;755,7;756,1;1,4;74;Ветер, дующий с западо-юго-запада;2;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;50%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;11,3;;;;;;
16.05.2021 09:00;14,2;754,3;754,7;1,1;87;Ветер, дующий с западо-юго-запада;2;;;100%.; ;;;12,8;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;10,0;12,1;Следы осадков;12;Поверхность почвы влажная.;12,0;;
16.05.2021 06:00;13,6;753,2;753,6;0,1;87;Ветер, дующий с севера;1;;;90  или более, но не 100%; ;;;12,8;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;11,4;Следы осадков;12;;;;
16.05.2021 03:00;14,2;753,1;753,4;0,3;81;Штиль, безветрие;0;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;10,9;;;;;;
16.05.2021 00:00;15,5;752,8;753,2;-0,4;74;Ветер, дующий с северо-северо-востока;1;;;70 – 80%.;Состояние неба в общем не изменилось. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;10,8;;;;;;
15.05.2021 21:00;18,2;753,2;753,6;0,0;61;Ветер, дующий с северо-востока;1;;;70 – 80%.;Состояние неба в общем не изменилось. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;23,3;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;10,5;Следы осадков;12;;;;
15.05.2021 18:00;22,9;753,2;753,6;-1,3;44;Ветер, дующий с северо-востока;1;;;70 – 80%.;Состояние неба в общем не изменилось. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;40%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;9,9;Следы осадков;12;;;;
15.05.2021 15:00;21,6;754,5;754,9;-0,8;52;Ветер, дующий с севера;1;;;70 – 80%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся из кучевых.;70 – 80%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;11,3;;;;;;
15.05.2021 12:00;21,1;755,3;755,7;-0,7;42;Ветер, дующий с востоко-юго-востока;1;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;7,5;;;;;;
15.05.2021 09:00;20,1;756,0;756,4;-0,2;52;Штиль, безветрие;0;;;100%.; ;;;12,5;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевые башенкообразные или хлопьевидные.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;10,0;Осадков нет;12;Поверхность почвы сухая (без трещин и без заметного количества пыли или несвязанного песка).;9,0;;
15.05.2021 06:00;13,2;756,2;756,6;-0,8;76;Штиль, безветрие;0;;;40%.; ;;;12,5;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;9,0;Осадков нет;12;;;;
15.05.2021 03:00;14,4;757,0;757,3;-0,3;67;Штиль, безветрие;0;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевые башенкообразные или хлопьевидные.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;8,3;;;;;;
15.05.2021 00:00;18,1;757,3;757,7;0,0;50;Ветер, дующий с востока;1;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевые башенкообразные или хлопьевидные.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;7,4;;;;;;
14.05.2021 21:00;19,2;757,3;757,7;-0,6;44;Ветер, дующий с востоко-юго-востока;2;;;100%.; ;;;;20,9;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевые башенкообразные или хлопьевидные.;;10,0;6,7;Осадков нет;12;;;;
14.05.2021 18:00;19,6;757,9;758,2;0,0;45;Ветер, дующий с юга;3;;10;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2000-2500;Высококучевые просвечивающие, расположенные на одном уровне.;;10,0;7,4;Осадков нет;12;;;;
14.05.2021 15:00;20,1;757,9;758,2;-0,4;42;Ветер, дующий с юга;3;;;90  или более, но не 100%; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;70 – 80%.;300-600;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;6,7;;;;;;
14.05.2021 12:00;18,6;758,3;758,7;0,3;46;Ветер, дующий с юга;3;;;70 – 80%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;40%.;300-600;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;6,6;;;;;;
14.05.2021 09:00;15,8;758,0;758,4;0,1;55;Ветер, дующий с юга;3;;;40%.;Состояние неба в общем не изменилось. ;Дождь.;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;13,1;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.;10,0;6,7;0,4;12;Поверхность почвы сухая (без трещин и без заметного количества пыли или несвязанного песка).;10,0;;
14.05.2021 06:00;14,3;757,9;758,3;0,0;70;Ветер, дующий с юго-юго-запада;1;;;100%.;Дождь (незамерзающий) неливневый. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;13,1;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые непросвечивающие или слоисто-дождевые.;;10,0;8,9;0,4;12;;;;
14.05.2021 03:00;15,6;757,9;758,3;0,2;55;Ветер, дующий с юго-юго-запада;3;;;100%.;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2000-2500;Высокослоистые непросвечивающие или слоисто-дождевые.;;10,0;6,6;;;;;;
14.05.2021 00:00;14,7;757,7;758,1;-0,4;59;Штиль, безветрие;0;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые башенкообразные или хлопьевидные.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;6,7;;;;;;
13.05.2021 21:00;20,1;758,1;758,5;-0,4;37;Штиль, безветрие;0;;;60%.; ;;;;25,3;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;50%.;2500 или более, или облаков нет.;Высококучевые башенкообразные или хлопьевидные.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;10,0;5,0;Осадков нет;12;;;;
13.05.2021 18:00;24,3;758,5;758,8;-0,7;27;Ветер, дующий с востоко-юго-востока;1;;;Облаков нет.; ;;;;;;;;;;10,0;4,3;Осадков нет;12;;;;
13.05.2021 15:00;23,9;759,2;759,6;-0,8;34;Ветер, дующий с востоко-юго-востока;4;10;10;50%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";50%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;7,0;;;;;;
13.05.2021 12:00;24,0;760,0;760,4;-0,6;35;Ветер, дующий с востоко-юго-востока;3;;;Облаков нет.; ;;;;;;;;;;10,0;7,5;;;;;;
13.05.2021 09:00;20,8;760,6;761,0;-1,2;43;Ветер, дующий с востоко-юго-востока;2;;;50%.; ;;;14,6;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;50%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;7,6;Осадков нет;12;Поверхность почвы влажная.;9,0;;
13.05.2021 06:00;15,8;761,8;762,2;-0,8;60;Штиль, безветрие;0;;;Облаков нет.; ;;;14,6;;;;;;;10,0;8,0;Осадков нет;12;;;;
13.05.2021 03:00;16,3;762,6;763,0;-1,0;59;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;10,0;8,1;;;;;;
13.05.2021 00:00;17,4;763,6;763,9;-0,3;58;Штиль, безветрие;0;;;Облаков нет.;Дымка. ;Облака покрывали половину неба или менее в течение всего соответствующего периода.;Облака покрывали половину неба или менее в течение всего соответствующего периода.;;;;;;;;4,0;8,9;;;;;;
12.05.2021 21:00;23,6;763,9;764,4;-0,6;32;Штиль, безветрие;0;;;Облаков нет.; ;;;;27,5;;;;;;10,0;5,8;Осадков нет;12;;;;
12.05.2021 18:00;26,9;764,5;764,9;-1,2;24;Ветер, дующий с юго-юго-востока;3;;;Облаков нет.; ;;;;;;;;;;10,0;4,6;Осадков нет;12;;;;
12.05.2021 15:00;27,2;765,7;766,1;-1,0;23;Ветер, дующий с юга;3;;;Облаков нет.; ;;;;;;;;;;10,0;4,2;;;;;;
12.05.2021 12:00;25,5;766,7;767,1;-0,5;20;Ветер, дующий с юго-юго-востока;2;;;Облаков нет.; ;;;;;;;;;;10,0;0,9;;;;;;
12.05.2021 09:00;20,3;767,2;767,5;0,1;31;Ветер, дующий с востоко-юго-востока;2;;;Облаков нет.; ;;;13,0;;;;;;;10,0;2,6;Осадков нет;12;Поверхность почвы сухая (без трещин и без заметного количества пыли или несвязанного песка).;7,0;;
12.05.2021 06:00;15,5;767,1;767,5;0,5;44;Ветер, дующий с востока;1;;;Облаков нет.; ;;;13,0;;;;;;;10,0;3,3;Осадков нет;12;;;;
12.05.2021 03:00;14,2;766,6;766,9;0,2;51;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;10,0;4,1;;;;;;
12.05.2021 00:00;18,6;766,4;766,8;0,2;34;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;10,0;2,4;;;;;;
11.05.2021 21:00;22,7;766,2;766,6;0,0;28;Ветер, дующий с юго-юго-востока;1;;;20–30%.; ;;;;25,5;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;3,0;Осадков нет;12;;;;
11.05.2021 18:00;25,1;766,2;766,6;-0,7;22;Ветер, дующий с юга;4;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;2,2;Осадков нет;12;;;;
11.05.2021 15:00;24,5;766,9;767,3;-0,6;26;Ветер, дующий с юга;4;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;3,5;;;;;;
11.05.2021 12:00;22,2;767,5;767,8;-0,1;31;Ветер, дующий с юга;5;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;4,3;;;;;;
11.05.2021 09:00;17,8;767,6;768,0;0,4;42;Ветер, дующий с юга;3;;;20–30%.; ;;;13,3;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;4,8;Осадков нет;12;Поверхность почвы сухая (без трещин и без заметного количества пыли или несвязанного песка).;8,0;;
11.05.2021 06:00;13,9;767,2;767,5;0,2;53;Ветер, дующий с юга;3;;;70 – 80%.; ;;;13,3;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;4,5;Осадков нет;12;;;;
11.05.2021 03:00;14,6;767,0;767,4;1,0;53;Ветер, дующий с юга;3;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";10,0;5,0;;;;;;
11.05.2021 00:00;16,6;766,0;766,4;0,6;47;Ветер, дующий с юга;3;;;60%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";10,0;5,2;;;;;;
10.05.2021 21:00;17,9;765,4;765,8;0,2;46;Ветер, дующий с востоко-юго-востока;1;;;60%.; ;;;;18,8;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";10,0;6,1;Осадков нет;12;;;;
10.05.2021 18:00;17,9;765,2;765,6;0,1;44;Ветер, дующий с юга;2;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;50%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;5,4;0,4;12;;;;
10.05.2021 15:00;15,2;765,1;765,4;0,3;48;Ветер, дующий с юго-юго-востока;1;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2000-2500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;4,2;;;;;;
10.05.2021 12:00;12,0;764,8;765,1;0,0;56;Ветер, дующий с юга;3;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10,0;3,4;;;;;;
10.05.2021 09:00;8,6;764,8;765,1;-0,1;69;Ветер, дующий с юго-востока;2;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;8,6;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;300-600;;;4,0;3,1;0,4;12;Поверхность почвы влажная.;5,0;;
10.05.2021 06:00;9,1;764,9;765,3;0,2;47;Ветер, дующий с юга;3;;;100%.; ;;;8,7;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2000-2500;Высокослоистые просвечивающие.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;10,0;-1,8;Осадков нет;12;;;;
10.05.2021 03:00;9,4;764,7;765,1;0,2;45;;2;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;-2,0;;;;;;
10.05.2021 00:00;9,6;764,5;764,9;0,5;47;Ветер, дующий с юго-востока;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50,0;-1,2;;;;;;
09.05.2021 21:00;10,5;764,0;764,4;0,1;38;Ветер, дующий с юга;1;;;90  или более, но не 100%; ;;;;12,2;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;10%  или менее, но не 0;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;-3,4;Осадков нет;12;;;;
09.05.2021 18:00;11,5;763,9;764,3;0,3;40;Ветер, дующий с западо-юго-запада;2;;;60%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;10%  или менее, но не 0;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;-1,6;Осадков нет;12;;;;
09.05.2021 15:00;11,1;763,6;763,9;1,0;38;Ветер, дующий с западо-северо-запада;3;;;20–30%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;300-600;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;-2,7;;;;;;
09.05.2021 12:00;8,6;762,6;763,0;1,8;61;Ветер, дующий с запада;3;;;20–30%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;300-600;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;1,4;;;;;;
09.05.2021 09:00;6,7;760,8;761,2;1,4;79;Ветер, дующий с западо-юго-запада;3;;;Облаков нет.; ;;;4,1;;;;;;;10,0;3,2;Осадков нет;12;Поверхность почвы влажная.;0,0;;
09.05.2021 06:00;4,5;759,4;759,7;1,3;90;Ветер, дующий с запада;2;;;Облаков нет.; ;;;4,1;;;;;;;10,0;3,0;Осадков нет;12;;;;
09.05.2021 03:00;4,3;758,1;758,5;0,8;90;Ветер, дующий с западо-юго-запада;2;;;Облаков нет.; ;;;;;;;;;;10,0;2,8;;;;;;
09.05.2021 00:00;5,1;757,3;757,7;0,3;82;Ветер, дующий с западо-юго-запада;2;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2000-2500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;2,3;;;;;;
08.05.2021 21:00;5,1;757,0;757,3;1,5;86;Ветер, дующий с запада;2;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;6,4;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;300-600;;;10,0;2,9;6;12;;;;
08.05.2021 18:00;5,4;755,5;755,9;1,2;81;Ветер, дующий с запада;3;;;100%.;Состояние неба в общем не изменилось. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2000-2500;Высокослоистые просвечивающие.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;2,3;13;12;;;;
08.05.2021 15:00;2,9;754,3;754,7;2,6;93;Ветер, дующий с западо-юго-запада;4;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;1,9;;;;;;
08.05.2021 12:00;3,2;751,7;752,2;1,8;92;Ветер, дующий с запада;3;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;2,0;;;;;;
